transaction_id,true_category,anomaly_label,fraud_label,comment
TX0000361,Santé,0,0,RAS
TX0000365,Santé,0,0,RAS
TX0000363,Revenu,0,0,Salaire mensuel
TX0000366,Transport,0,0,RAS
TX0000364,Logement,0,0,RAS
TX0000367,Alimentation,0,0,RAS
TX0000368,Alimentation,0,0,RAS
TX0000369,Alimentation,0,0,RAS
TX0000370,Transport,0,0,RAS
TX0000372,Factures,0,0,RAS
TX0000373,Shopping,0,0,RAS
TX0000371,Factures,0,0,RAS
TX0000375,Retrait cash,0,0,RAS
TX0000376,Revenu,0,0,Entrée d'argent
TX0000374,Factures,0,0,RAS
TX0000378,Logement,0,0,RAS
TX0000377,Santé,0,0,RAS
TX0000380,E-commerce,0,0,RAS
TX0000379,Loisirs,0,0,RAS
TX0000383,Alimentation,0,0,RAS
TX0000381,Loisirs,0,0,RAS
TX0000382,Alimentation,0,0,RAS
TX0000384,Transport,0,0,RAS
TX0000385,Alimentation,0,0,RAS
TX0000386,Factures,0,0,RAS
TX0000387,Retrait cash,0,0,RAS
TX0000388,Alimentation,0,0,RAS
TX0000389,Transport,0,0,RAS
TX0000390,Transport,0,0,RAS
TX0000392,Factures,0,0,RAS
TX0000391,Factures,0,0,RAS
TX0000393,Shopping,0,0,RAS
TX0000395,Loisirs,0,0,RAS
TX0000394,Alimentation,0,0,RAS
TX0000396,Loisirs,0,0,RAS
TX0000397,Logement,0,0,RAS
TX0000398,Retrait cash,0,0,RAS
TX0000400,Factures,0,0,RAS
TX0000399,Factures,1,0,Montant élevé pour ce type de dépense
TX0000401,Transport,0,0,RAS
TX0000402,E-commerce,1,1,Montant anormalement élevé
TX0000404,Factures,0,0,RAS
TX0000403,Santé,0,0,RAS
TX0000405,Alimentation,0,0,RAS
TX0000407,Transport,0,0,RAS
TX0000406,Loisirs,0,0,RAS
TX0000408,Loisirs,0,0,RAS
TX0000409,Alimentation,0,0,RAS
TX0000411,Shopping,0,0,RAS
TX0000412,Loisirs,0,0,RAS
TX0000410,Alimentation,0,0,RAS
TX0000414,E-commerce,0,0,RAS
TX0000415,Shopping,0,0,RAS
TX0000413,Factures,0,0,RAS
TX0000416,Revenu,0,0,Salaire mensuel
TX0000418,Voyage,0,0,RAS
TX0000417,E-commerce,0,0,RAS
TX0000419,Logement,0,0,RAS
TX0000421,Transport,0,0,RAS
TX0000420,Loisirs,0,0,RAS
TX0000422,Factures,0,0,RAS
TX0000424,E-commerce,0,0,RAS
TX0000423,Loisirs,0,0,RAS
TX0000425,Voyage,0,0,RAS
TX0000426,Shopping,0,0,RAS
TX0000427,Alimentation,0,0,RAS
TX0000428,Logement,0,0,RAS
TX0000429,Voyage,0,0,RAS
TX0000430,Shopping,0,0,RAS
TX0000432,Alimentation,0,0,RAS
TX0000433,Alimentation,0,0,RAS
TX0000431,Shopping,0,0,RAS
TX0000434,Factures,0,0,RAS
TX0000435,Santé,0,0,RAS
TX0000436,Shopping,0,0,RAS
TX0000437,Alimentation,0,0,RAS
TX0000438,Santé,0,0,RAS
TX0000439,Voyage,0,0,RAS
TX0000441,Voyage,0,0,RAS
TX0000440,Alimentation,0,0,RAS
TX0000442,Voyage,0,0,RAS
TX0000443,Santé,0,0,RAS
TX0000446,Alimentation,0,0,RAS
TX0000444,Retrait cash,0,0,RAS
TX0000445,Transport,0,0,RAS
TX0000448,Voyage,0,0,RAS
TX0000447,E-commerce,0,0,RAS
TX0000452,Revenu,0,0,Entrée d'argent
TX0000451,Retrait cash,0,0,RAS
TX0000450,Transport,0,0,RAS
TX0000449,E-commerce,0,0,RAS
TX0000454,Shopping,0,0,RAS
TX0000453,Retrait cash,0,0,RAS
TX0000455,Transport,0,0,RAS
TX0000456,Shopping,0,0,RAS
TX0000457,Alimentation,0,0,RAS
TX0000458,Transport,0,0,RAS
TX0000459,Logement,0,0,RAS
TX0000461,Shopping,0,0,RAS
TX0000460,Logement,0,0,RAS
TX0000462,Transport,0,0,RAS
TX0000465,Alimentation,0,0,RAS
TX0000463,Voyage,0,0,RAS
TX0000464,Factures,0,0,RAS
TX0000467,Revenu,0,0,Entrée d'argent
TX0000466,Alimentation,0,0,RAS
TX0000469,Retrait cash,0,0,RAS
TX0000468,Factures,0,0,RAS
TX0000470,Revenu,0,0,Salaire mensuel
TX0000471,Logement,0,0,RAS
TX0000472,Shopping,0,0,RAS
TX0000474,Alimentation,0,0,RAS
TX0000473,Alimentation,0,0,RAS
TX0000475,Transport,0,0,RAS
TX0000476,Retrait cash,0,0,RAS
TX0000478,Alimentation,0,0,RAS
TX0000479,E-commerce,0,0,RAS
TX0000477,E-commerce,0,0,RAS
TX0000481,Factures,1,0,Montant élevé pour ce type de dépense
TX0000482,Factures,0,0,RAS
TX0000480,Shopping,0,0,RAS
TX0000483,Voyage,0,0,RAS
TX0000485,Transport,0,0,RAS
TX0000484,Alimentation,0,0,RAS
TX0000486,Factures,0,0,RAS
TX0000487,Loisirs,0,0,RAS
TX0000488,Loisirs,0,0,RAS
TX0000491,Retrait cash,0,0,RAS
TX0000489,Transport,0,0,RAS
TX0000490,Santé,0,0,RAS
TX0000493,Santé,0,0,RAS
TX0000492,E-commerce,0,0,RAS
TX0000496,E-commerce,0,0,RAS
TX0000494,Santé,0,0,RAS
TX0000495,Alimentation,0,0,RAS
TX0000499,Transport,0,0,RAS
TX0000498,E-commerce,0,0,RAS
TX0000497,Logement,0,0,RAS
TX0000501,Loisirs,0,0,RAS
TX0000500,Transport,0,0,RAS
TX0000503,Shopping,0,0,RAS
TX0000502,Retrait cash,0,0,RAS
TX0000504,Transport,0,0,RAS
TX0000505,Santé,1,1,Montant anormalement élevé
TX0000507,Alimentation,0,0,RAS
TX0000506,Santé,0,0,RAS
TX0000508,E-commerce,0,0,RAS
TX0000509,Logement,0,0,RAS
TX0000510,Alimentation,0,0,RAS
TX0000511,Factures,0,0,RAS
TX0000513,Voyage,0,0,RAS
TX0000512,Factures,0,0,RAS
TX0000514,Shopping,1,0,Montant élevé pour ce type de dépense
TX0000517,Alimentation,0,0,RAS
TX0000516,Alimentation,0,0,RAS
TX0000515,Loisirs,0,0,RAS
TX0000519,Transport,0,0,RAS
TX0000518,Revenu,0,0,Salaire mensuel
TX0000521,E-commerce,1,0,Montant élevé pour ce type de dépense
TX0000520,Revenu,0,0,Salaire mensuel
TX0000523,Santé,0,0,RAS
TX0000522,Factures,1,0,Montant élevé pour ce type de dépense
TX0000525,Alimentation,0,0,RAS
TX0000524,Alimentation,0,0,RAS
TX0000527,Voyage,0,0,RAS
TX0000528,Shopping,0,0,RAS
TX0000526,Loisirs,0,0,RAS
TX0000529,Shopping,0,0,RAS
TX0000530,Alimentation,0,0,RAS
TX0000531,Retrait cash,0,0,RAS
TX0000532,Alimentation,0,0,RAS
TX0000533,Logement,0,0,RAS
TX0000534,Shopping,0,0,RAS
TX0000535,Alimentation,0,0,RAS
TX0000536,Alimentation,0,0,RAS
TX0000539,Revenu,0,0,Entrée d'argent
TX0000538,Loisirs,0,0,RAS
TX0000537,Alimentation,0,0,RAS
TX0000540,Alimentation,0,0,RAS
TX0000541,Transport,0,0,RAS
TX0000542,Transport,0,0,RAS
TX0000543,Transport,0,0,RAS
TX0000544,Logement,0,0,RAS
TX0000546,Transport,0,0,RAS
TX0000545,Santé,0,0,RAS
TX0000547,Loisirs,0,0,RAS
TX0000549,Transport,0,0,RAS
TX0000548,Shopping,0,0,RAS
TX0000551,Alimentation,0,0,RAS
TX0000550,Factures,0,0,RAS
TX0000552,Loisirs,0,0,RAS
TX0000553,Shopping,0,0,RAS
TX0000554,Alimentation,0,0,RAS
TX0000555,Voyage,0,0,RAS
TX0000556,Transport,0,0,RAS
TX0000558,Logement,0,0,RAS
TX0000557,Voyage,0,0,RAS
TX0000559,Retrait cash,0,0,RAS
TX0000561,Alimentation,0,0,RAS
TX0000560,E-commerce,0,0,RAS
TX0000562,Transport,0,0,RAS
TX0000564,Revenu,0,0,Entrée d'argent
TX0000563,Alimentation,0,0,RAS
TX0000565,Revenu,0,0,Salaire mensuel
TX0000566,Logement,0,0,RAS
TX0000567,Revenu,0,0,Salaire mensuel
TX0000568,Shopping,0,0,RAS
TX0000569,Transport,0,0,RAS
TX0000570,Shopping,0,0,RAS
TX0000571,Shopping,0,0,RAS
TX0000572,Logement,0,0,RAS
TX0000573,Retrait cash,0,0,RAS
TX0000574,Alimentation,0,0,RAS
TX0000575,Alimentation,0,0,RAS
TX0000577,Transport,0,0,RAS
TX0000576,Loisirs,1,0,Montant élevé pour ce type de dépense
TX0000578,Factures,0,0,RAS
TX0000579,Santé,0,0,RAS
TX0000580,Shopping,0,0,RAS
TX0000581,Factures,0,0,RAS
TX0000583,Santé,0,0,RAS
TX0000582,Shopping,0,0,RAS
TX0000584,Santé,0,0,RAS
TX0000586,Factures,0,0,RAS
TX0000585,Loisirs,0,0,RAS
TX0000587,Factures,0,0,RAS
TX0000588,Santé,0,0,RAS
TX0000589,Retrait cash,0,0,RAS
TX0000593,Alimentation,0,0,RAS
TX0000591,Alimentation,0,0,RAS
TX0000592,Retrait cash,0,0,RAS
TX0000590,Loisirs,0,0,RAS
TX0000595,Voyage,0,0,RAS
TX0000594,Voyage,0,0,RAS
TX0000596,Shopping,0,0,RAS
TX0000597,Alimentation,0,0,RAS
TX0000599,E-commerce,0,0,RAS
TX0000598,Santé,0,0,RAS
TX0000600,Alimentation,0,0,RAS
TX0000601,Logement,0,0,RAS
TX0000602,Loisirs,0,0,RAS
TX0000603,Retrait cash,0,0,RAS
TX0000604,Logement,0,0,RAS
TX0000605,E-commerce,0,0,RAS
TX0000606,Factures,0,0,RAS
TX0000607,Alimentation,0,0,RAS
TX0000610,Transport,0,0,RAS
TX0000609,Transport,0,0,RAS
TX0000608,Logement,0,0,RAS
TX0000611,Shopping,0,0,RAS
TX0000612,Loisirs,0,0,RAS
TX0000613,Alimentation,0,0,RAS
TX0000614,Factures,0,0,RAS
TX0000617,E-commerce,0,0,RAS
TX0000616,Retrait cash,0,0,RAS
TX0000615,Shopping,0,0,RAS
TX0000619,Logement,0,0,RAS
TX0000620,E-commerce,0,0,RAS
TX0000618,Alimentation,0,0,RAS
TX0000621,Logement,0,0,RAS
TX0000622,Loisirs,0,0,RAS
TX0000623,Voyage,0,0,RAS
TX0000624,Revenu,0,0,Salaire mensuel
TX0000627,Revenu,0,0,Entrée d'argent
TX0000625,Transport,0,0,RAS
TX0000626,Alimentation,0,0,RAS
TX0000630,Alimentation,0,0,RAS
TX0000628,Revenu,0,0,Salaire mensuel
TX0000629,Loisirs,0,0,RAS
TX0000631,Alimentation,0,0,RAS
TX0000632,Shopping,0,0,RAS
TX0000633,Factures,0,0,RAS
TX0000635,Santé,0,0,RAS
TX0000634,Alimentation,0,0,RAS
TX0000636,Factures,1,0,Libellé de régularisation
TX0000637,E-commerce,0,0,RAS
TX0000638,Alimentation,0,0,RAS
TX0000640,Retrait cash,0,0,RAS
TX0000639,Transport,0,0,RAS
TX0000642,Santé,0,0,RAS
TX0000641,Alimentation,0,0,RAS
TX0000643,Alimentation,0,0,RAS
TX0000644,Retrait cash,0,0,RAS
TX0000645,Transport,1,1,Montant anormalement élevé à une heure inhabituelle
TX0000646,Santé,0,0,RAS
TX0000647,Retrait cash,0,0,RAS
TX0000648,Voyage,0,0,RAS
TX0000649,Retrait cash,0,0,RAS
TX0000650,Factures,0,0,RAS
TX0000651,Santé,0,0,RAS
TX0000652,Voyage,0,0,RAS
TX0000653,Revenu,0,0,Entrée d'argent
TX0000655,Alimentation,0,0,RAS
TX0000654,Factures,0,0,RAS
TX0000657,E-commerce,0,0,RAS
TX0000656,Santé,0,0,RAS
TX0000658,Alimentation,0,0,RAS
TX0000659,E-commerce,0,0,RAS
TX0000660,Factures,0,0,RAS
TX0000662,Transport,0,0,RAS
TX0000661,Alimentation,0,0,RAS
TX0000663,Alimentation,0,0,RAS
TX0000665,Loisirs,0,0,RAS
TX0000666,Shopping,0,0,RAS
TX0000664,Transport,0,0,RAS
TX0000667,Shopping,0,0,RAS
TX0000668,Transport,0,0,RAS
TX0000669,Transport,0,0,RAS
TX0000671,Loisirs,0,0,RAS
TX0000670,Transport,0,0,RAS
TX0000672,Alimentation,0,0,RAS
TX0000673,Loisirs,0,0,RAS
TX0000674,Voyage,0,0,RAS
TX0000675,Voyage,0,0,RAS
TX0000676,Factures,0,0,RAS
TX0000677,Retrait cash,0,0,RAS
TX0000678,Logement,0,0,RAS
TX0000679,Shopping,0,0,RAS
TX0000680,Factures,0,0,RAS
TX0000681,Retrait cash,0,0,RAS
TX0000682,Shopping,0,0,RAS
TX0000684,Logement,0,0,RAS
TX0000683,Alimentation,0,0,RAS
TX0000685,Alimentation,0,0,RAS
TX0000686,Alimentation,0,0,RAS
TX0000688,Logement,0,0,RAS
TX0000687,Voyage,0,0,RAS
TX0000689,Transport,0,0,RAS
TX0000690,Alimentation,0,0,RAS
TX0000691,Shopping,0,0,RAS
TX0000692,Shopping,0,0,RAS
TX0000693,Alimentation,0,0,RAS
TX0000694,Transport,0,0,RAS
TX0000695,Alimentation,0,0,RAS
TX0000696,Shopping,0,0,RAS
TX0000698,Santé,0,0,RAS
TX0000697,Shopping,0,0,RAS
TX0000700,Factures,0,0,RAS
TX0000699,E-commerce,0,0,RAS
TX0000701,Shopping,0,0,RAS
TX0000703,Transport,0,0,RAS
TX0000702,Santé,0,0,RAS
TX0000706,Alimentation,0,0,RAS
TX0000705,Factures,0,0,RAS
TX0000704,Santé,0,0,RAS
TX0000708,Santé,0,0,RAS
TX0000707,Factures,0,0,RAS
TX0000709,Alimentation,0,0,RAS
